trajectory_id,source_role,risk_stratum,initialization_mode,step_index,soc,previous_current_a,candidate_current_a,current_a,measured_initial_voltage_v,predicted_initial_voltage_v,initial_residual_v,residual_before_v,residual_after_v,positive_residual_growth_v,terminal_voltage_v,voltage_safe_current_max_a,thermal_safe_current_max_a,empty_interval,selected_teacher_branch
phase7cr2f_development_30c_016,development,high_risk,zero,0,0.6864746093749999,6.661391087047064,5.165567421753917,5.165567421753917,4.066940336966605,4.201699178443685,-0.13475884147708062,0.0,-0.1090826363030768,0.0,4.062602373592603,5.42834861233132,5.42834861233132,False,default
phase7cr2f_development_30c_016,development,high_risk,zero,1,0.687909489214376,5.165567421753917,5.134320014450075,5.134320014450075,4.066940336966605,4.201699178443685,-0.13475884147708062,-0.1090826363030768,-0.09729134950198937,0.01179128680108743,4.075444593739957,9.816853342417744,5.557863207742235,False,default
phase7cr2f_development_30c_016,development,high_risk,zero,2,0.68933568921839,5.134320014450075,5.103461132567092,5.103461132567092,4.066940336966605,4.201699178443685,-0.13475884147708062,-0.09729134950198937,-0.08783043754593756,0.00946091195605181,4.085817669719594,9.266275689151371,5.528401300259897,False,default
phase7cr2f_development_30c_017,development,high_risk,measured,0,0.6239746093749999,7.232819658475635,6.540356663052938,5.587366144640253,4.001325878578335,4.165812941773209,-0.1644870631948736,-0.1644870631948736,-0.1350062436230779,0.029480819571795713,3.9960965172211296,10.0,5.587366144640253,False,default
phase7cr2f_development_30c_017,development,high_risk,measured,1,0.6255266555262889,5.587366144640253,6.503510420391292,5.554374361499951,4.001325878578335,4.165812941773209,-0.1644870631948736,-0.1350062436230779,-0.12143832504059038,0.013567918582487515,4.009562459585792,10.0,5.554374361499951,False,default
phase7cr2f_development_30c_017,development,high_risk,measured,2,0.6270695372933722,5.554374361499951,6.467037425988207,5.520078726555017,4.001325878578335,4.165812941773209,-0.1644870631948736,-0.12143832504059038,-0.11044621609700478,0.010992108943585599,4.020562350550753,10.0,5.520078726555017,False,default
phase7cr2f_development_30c_017,development,high_risk,zero,0,0.6239746093749999,7.232819658475635,6.540356663052938,5.586984665043158,4.001325878578335,4.165812941773209,-0.1644870631948736,0.0,-0.13500414391799698,0.0,3.996089292446186,7.510432946510264,5.586984665043158,False,default
phase7cr2f_development_30c_017,development,high_risk,zero,1,0.6255265495597342,5.586984665043158,6.503515342202282,5.5540950972001735,4.001325878578335,4.165812941773209,-0.1644870631948736,-0.13500414391799698,-0.12143683773792713,0.013567306180069849,4.0095561642426,10.0,5.5540950972001735,False,default
phase7cr2f_development_30c_017,development,high_risk,zero,2,0.6270693537534009,5.5540950972001735,6.467045854413579,5.5198746645312795,4.001325878578335,4.165812941773209,-0.1644870631948736,-0.12143683773792713,-0.11044519576777745,0.01099164197014968,4.020556897153412,10.0,5.5198746645312795,False,default
phase7cr2f_development_30c_018,development,high_risk,measured,0,0.673974609375,7.804248229904207,5.84128897047605,5.804248229904207,4.067976214147799,4.1721659849500865,-0.10418977080228764,-0.10418977080228764,-0.07520709596350539,0.028982674838782252,4.060950062658307,10.0,5.804248229904207,False,default
phase7cr2f_development_30c_018,development,high_risk,measured,1,0.6755869005499734,5.804248229904207,5.788923007771301,5.551190727008278,4.067976214147799,4.1721659849500865,-0.10418977080228764,-0.07520709596350539,-0.06419464182739087,0.011012454136114513,4.071518620300521,10.0,5.551190727008278,False,default
phase7cr2f_development_30c_018,development,high_risk,measured,2,0.6771288979741423,5.551190727008278,5.740279083793935,5.516830627581122,4.067976214147799,4.1721659849500865,-0.10418977080228764,-0.06419464182739087,-0.056462028780395634,0.00773261304699524,4.0828110789179,9.731942178186728,5.516830627581122,False,default
phase7cr2f_development_30c_018,development,high_risk,zero,0,0.673974609375,7.804248229904207,5.84128897047605,5.804248229904207,4.067976214147799,4.1721659849500865,-0.10418977080228764,0.0,-0.07520709596346986,0.0,4.060950062658343,7.520531423215289,5.804248229904207,False,default
phase7cr2f_development_30c_018,development,high_risk,zero,1,0.6755869005499734,5.804248229904207,5.788923007771301,5.551190727008278,4.067976214147799,4.1721659849500865,-0.10418977080228764,-0.07520709596346986,-0.06419464182773194,0.011012454135737926,4.07151862030018,10.0,5.551190727008278,False,default
phase7cr2f_development_30c_018,development,high_risk,zero,2,0.6771288979741423,5.551190727008278,5.740279083793935,5.516830627581122,4.067976214147799,4.1721659849500865,-0.10418977080228764,-0.06419464182773194,-0.056462028780897455,0.00773261304683448,4.082811078917398,9.731942178186728,5.516830627581122,False,default
phase7cr2f_development_30c_019,development,high_risk,measured,0,0.6513183593749999,6.171595168679716,5.953743836891083,5.587048894015513,4.016335325889517,4.150488160921838,-0.1341528350323209,-0.1341528350323209,-0.113980345131651,0.020172489900669888,4.028483190095333,10.0,5.587048894015513,False,default
phase7cr2f_development_30c_019,development,high_risk,measured,1,0.6528703174011153,5.587048894015513,5.914021509432835,5.554142116383183,4.016335325889517,4.150488160921838,-0.1341528350323209,-0.113980345131651,-0.10241935054769069,0.011560994583960316,4.043019838560671,10.0,5.554142116383183,False,default
phase7cr2f_development_30c_019,development,high_risk,measured,2,0.6544131346556662,5.554142116383183,5.874823077848421,5.51990902205441,4.016335325889517,4.150488160921838,-0.1341528350323209,-0.10241935054769069,-0.09303547147251567,0.009383879075175017,4.054761947776372,10.0,5.51990902205441,False,default
phase7cr2f_development_30c_019,development,high_risk,zero,0,0.6513183593749999,6.171595168679716,5.953743836891083,5.586724933363314,4.016335325889517,4.150488160921838,-0.1341528350323209,0.0,-0.11397869225734691,0.0,4.028476924421297,7.0453279947832925,5.586724933363314,False,default
phase7cr2f_development_30c_019,development,high_risk,zero,1,0.6528702274120453,5.586724933363314,5.9140256875247985,5.553904959152806,4.016335325889517,4.150488160921838,-0.1341528350323209,-0.11397869225734691,-0.10241823035971187,0.011560461897635044,4.043014349558941,10.0,5.553904959152806,False,default
phase7cr2f_development_30c_019,development,high_risk,zero,2,0.6544129787895877,5.553904959152806,5.8748302385922955,5.519735728209069,4.016335325889517,4.150488160921838,-0.1341528350323209,-0.10241823035971187,-0.09303473207291368,0.009383498286798186,4.054757189548587,10.0,5.519735728209069,False,default
phase7cr2f_development_30c_020,development,historical_neighborhood,measured,0,0.6052001953124999,8.713452728029988,7.9674440428634075,6.7134527280299885,4.004035386620595,4.089664025103394,-0.08562863848279889,-0.08562863848279889,-0.05626926794637921,0.029359370536419682,3.9985451772732326,10.0,6.7134527280299885,False,default
phase7cr2f_development_30c_020,development,historical_neighborhood,measured,1,0.6070650432925082,6.7134527280299885,7.884350882774511,5.542168632739289,4.004035386620595,4.089664025103394,-0.08562863848279889,-0.05626926794637921,-0.03982267874823453,0.01644658919814468,3.993426010310377,10.0,5.542168632739289,False,default
phase7cr2f_development_30c_020,development,historical_neighborhood,measured,2,0.6086045345793802,5.542168632739289,7.542168632739286,5.507477143682424,4.004035386620595,4.089664025103394,-0.08562863848279889,-0.03982267874823453,-0.032717407357662154,0.007105271390572376,4.003212123076288,10.0,5.507477143682424,False,default
phase7cr2f_development_30c_020,development,historical_neighborhood,zero,0,0.6052001953124999,8.713452728029988,7.9674440428634075,6.7134527280299885,4.004035386620595,4.089664025103394,-0.08562863848279889,0.0,-0.05626926794629172,0.0,3.99854517727332,10.0,6.7134527280299885,False,default
phase7cr2f_development_30c_020,development,historical_neighborhood,zero,1,0.6070650432925082,6.7134527280299885,7.884350882774511,5.542168632739289,4.004035386620595,4.089664025103394,-0.08562863848279889,-0.05626926794629172,-0.03982267874822476,0.016446589198066963,3.9934260103103867,10.0,5.542168632739289,False,default
phase7cr2f_development_30c_020,development,historical_neighborhood,zero,2,0.6086045345793802,5.542168632739289,7.542168632739286,5.507477143682424,4.004035386620595,4.089664025103394,-0.08562863848279889,-0.03982267874822476,-0.032717407357641726,0.0071052713905830345,4.003212123076309,10.0,5.507477143682424,False,default
phase7cr2f_development_30c_021,development,historical_neighborhood,measured,0,0.6043261718749999,8.849229487713451,7.405631065852287,6.849229487713451,4.005005354697616,4.127660151647753,-0.12265479695013681,-0.12265479695013681,-0.09496223191397046,0.02769256503616635,4.000126605600852,10.0,6.849229487713451,False,default
phase7cr2f_development_30c_021,development,historical_neighborhood,measured,1,0.606228735621587,6.849229487713451,7.33963262881646,5.5404904837014515,4.005005354697616,4.127660151647753,-0.12265479695013681,-0.09496223191397046,-0.07861052524649015,0.016351706667480315,3.992925805577424,10.0,5.5404904837014515,False,default
phase7cr2f_development_30c_021,development,historical_neighborhood,measured,2,0.6077677607559485,5.5404904837014515,7.291248482164666,5.506251717956798,4.005005354697616,4.127660151647753,-0.12265479695013681,-0.07861052524649015,-0.07195472588965224,0.00665579935683791,4.002635685866239,10.0,5.506251717956798,False,default
phase7cr2f_development_30c_021,development,historical_neighborhood,zero,0,0.6043261718749999,8.849229487713451,7.405631065852287,6.849229487713451,4.005005354697616,4.127660151647753,-0.12265479695013681,0.0,-0.0949622319139376,0.0,4.000126605600885,10.0,6.849229487713451,False,default
phase7cr2f_development_30c_021,development,historical_neighborhood,zero,1,0.606228735621587,6.849229487713451,7.33963262881646,5.5404904837014515,4.005005354697616,4.127660151647753,-0.12265479695013681,-0.0949622319139376,-0.07861052524665979,0.01635170666727781,3.9929258055772543,10.0,5.5404904837014515,False,default
phase7cr2f_development_30c_021,development,historical_neighborhood,zero,2,0.6077677607559485,5.5404904837014515,7.291248482164666,5.506251717956798,4.005005354697616,4.127660151647753,-0.12265479695013681,-0.07861052524665979,-0.07195472588970464,0.00665579935695515,4.002635685866187,10.0,5.506251717956798,False,default
phase7cr2f_development_30c_022,development,historical_neighborhood,measured,0,0.5309863281249999,9.047480216576428,9.366443639659717,7.047480216576428,3.9437593400031945,4.050036383074273,-0.10627704307107866,-0.10627704307107866,-0.07536820431000901,0.030908838761069646,3.941761151082587,10.0,7.047480216576428,False,default
phase7cr2f_development_30c_022,development,historical_neighborhood,measured,1,0.5329439615184933,7.047480216576428,9.047480216576425,5.5381579035672,3.9437593400031945,4.050036383074273,-0.10627704307107866,-0.07536820431000901,-0.05599023838319095,0.019377965926818064,3.932602224867538,10.0,5.5381579035672,False,default
phase7cr2f_development_30c_022,development,historical_neighborhood,measured,2,0.5344823387139287,5.5381579035672,7.538157903567201,5.503628225248465,3.9437593400031945,4.050036383074273,-0.10627704307107866,-0.05599023838319095,-0.048508685782159944,0.007481552601031005,3.9426773239374717,10.0,5.503628225248465,False,alternative
phase7cr2f_development_30c_022,development,historical_neighborhood,zero,0,0.5309863281249999,9.047480216576428,9.366443639659717,7.047480216576428,3.9437593400031945,4.050036383074273,-0.10627704307107866,0.0,-0.07536820431009073,0.0,3.9417611510825052,10.0,7.047480216576428,False,default
phase7cr2f_development_30c_022,development,historical_neighborhood,zero,1,0.5329439615184933,7.047480216576428,9.047480216576425,5.5381579035672,3.9437593400031945,4.050036383074273,-0.10627704307107866,-0.07536820431009073,-0.055990238383165636,0.01937796592692509,3.9326022248675634,10.0,5.5381579035672,False,default
phase7cr2f_development_30c_022,development,historical_neighborhood,zero,2,0.5344823387139287,5.5381579035672,7.538157903567201,5.503628225248465,3.9437593400031945,4.050036383074273,-0.10627704307107866,-0.055990238383165636,-0.04850868578214085,0.007481552601024788,3.942677323937491,10.0,5.503628225248465,False,alternative
phase7cr2f_development_30c_023,development,historical_neighborhood,measured,0,0.5977001953125,8.468554768846316,8.065993771089722,6.468554768846316,3.994630995092952,4.088437756744659,-0.09380676165170687,-0.09380676165170687,-0.06339022462071764,0.030416537030989232,3.987767601475788,10.0,6.468554768846316,False,default
phase7cr2f_development_30c_023,development,historical_neighborhood,measured,1,0.599497016081624,6.468554768846316,7.98889056673022,5.544567077967189,3.994630995092952,4.088437756744659,-0.09380676165170687,-0.06339022462071764,-0.0475819879194308,0.015808236701286837,3.9862872658952364,10.0,5.544567077967189,False,default
phase7cr2f_development_30c_023,development,historical_neighborhood,measured,2,0.6010371736032815,5.544567077967189,7.544567077967189,5.510149515072961,3.994630995092952,4.088437756744659,-0.09380676165170687,-0.0475819879194308,-0.03980841272631874,0.007773575193112059,3.996017649543642,10.0,5.510149515072961,False,alternative
phase7cr2f_development_30c_023,development,historical_neighborhood,zero,0,0.5977001953125,8.468554768846316,8.065993771089722,6.468554768846316,3.994630995092952,4.088437756744659,-0.09380676165170687,0.0,-0.0633902246208704,0.0,3.9877676014756354,10.0,6.468554768846316,False,default
phase7cr2f_development_30c_023,development,historical_neighborhood,zero,1,0.599497016081624,6.468554768846316,7.98889056673022,5.544567077967189,3.994630995092952,4.088437756744659,-0.09380676165170687,-0.0633902246208704,-0.047581987919368185,0.01580823670150222,3.986287265895299,10.0,5.544567077967189,False,default
phase7cr2f_development_30c_023,development,historical_neighborhood,zero,2,0.6010371736032815,5.544567077967189,7.544567077967189,5.510149515072961,3.994630995092952,4.088437756744659,-0.09380676165170687,-0.047581987919368185,-0.039808412726400455,0.00777357519296773,3.9960176495435604,10.0,5.510149515072961,False,alternative
phase7cr2f_development_30c_024,development,historical_neighborhood,measured,0,0.596826171875,8.604331528529778,7.50458930379349,6.604331528529778,3.995637723052287,4.120662018592813,-0.12502429554052608,-0.12502429554052608,-0.09773446083322046,0.027289834707305616,3.9894108505538943,10.0,6.604331528529778,False,default
phase7cr2f_development_30c_024,development,historical_neighborhood,measured,1,0.5986607084107027,6.604331528529778,7.444477997133407,5.543134721901355,3.995637723052287,4.120662018592813,-0.12502429554052608,-0.09773446083322046,-0.08301354745398992,0.014720913379230538,3.9858311917626557,10.0,5.543134721901355,False,default
phase7cr2f_development_30c_024,development,historical_neighborhood,measured,2,0.6002004680556753,5.543134721901355,7.398647511622689,5.5091033985761495,3.995637723052287,4.120662018592813,-0.12502429554052608,-0.08301354745398992,-0.07651658492665803,0.006496962527331895,3.995492403638128,10.0,5.5091033985761495,False,default
phase7cr2f_development_30c_024,development,historical_neighborhood,zero,0,0.596826171875,8.604331528529778,7.50458930379349,6.604331528529778,3.995637723052287,4.120662018592813,-0.12502429554052608,0.0,-0.09773446083342918,0.0,3.9894108505536856,10.0,6.604331528529778,False,default
phase7cr2f_development_30c_024,development,historical_neighborhood,zero,1,0.5986607084107027,6.604331528529778,7.444477997133407,5.543134721901355,3.995637723052287,4.120662018592813,-0.12502429554052608,-0.09773446083342918,-0.08301354745392286,0.014720913379506317,3.9858311917627227,10.0,5.543134721901355,False,default
phase7cr2f_development_30c_024,development,historical_neighborhood,zero,2,0.6002004680556753,5.543134721901355,7.398647511622689,5.5091033985761495,3.995637723052287,4.120662018592813,-0.12502429554052608,-0.08301354745392286,-0.07651658492665536,0.0064969625272675025,3.9954924036381305,10.0,5.5091033985761495,False,default
phase7cr2f_development_30c_025,development,historical_neighborhood,measured,0,0.538486328125,8.802582257392755,9.123770506036044,6.802582257392755,3.947731444406836,4.057256269061963,-0.1095248246551268,-0.1095248246551268,-0.07951063032192884,0.030014194333197963,3.9442285766245515,10.0,6.802582257392755,False,default
phase7cr2f_development_30c_025,development,historical_neighborhood,measured,1,0.5403759343076091,6.802582257392755,8.80258225739214,5.540834400664762,3.947731444406836,4.057256269061963,-0.1095248246551268,-0.07951063032192884,-0.06213616533481314,0.0173744649871157,3.938554813955917,10.0,5.540834400664762,False,alternative
phase7cr2f_development_30c_025,development,historical_neighborhood,measured,2,0.5419150549744604,5.540834400664762,7.540834400664762,5.506502854586987,3.947731444406836,4.057256269061963,-0.1095248246551268,-0.06213616533481314,-0.054801781587763276,0.007334383747049866,3.948592625162759,10.0,5.506502854586987,False,default
phase7cr2f_development_30c_025,development,historical_neighborhood,zero,0,0.538486328125,8.802582257392755,9.123770506036044,6.802582257392755,3.947731444406836,4.057256269061963,-0.1095248246551268,0.0,-0.07951063032209849,0.0,3.944228576624382,10.0,6.802582257392755,False,default
phase7cr2f_development_30c_025,development,historical_neighborhood,zero,1,0.5403759343076091,6.802582257392755,8.80258225739214,5.540834400664762,3.947731444406836,4.057256269061963,-0.1095248246551268,-0.07951063032209849,-0.06213616533441302,0.017374464987685467,3.938554813956317,10.0,5.540834400664762,False,alternative
phase7cr2f_development_30c_025,development,historical_neighborhood,zero,2,0.5419150549744604,5.540834400664762,7.540834400664762,5.506502854586987,3.947731444406836,4.057256269061963,-0.1095248246551268,-0.06213616533441302,-0.054801781587882736,0.007334383746530282,3.9485926251626395,10.0,5.506502854586987,False,default
phase7cr2f_development_30c_026,development,historical_neighborhood,measured,0,0.6027001953125,9.611411911703458,8.001110971702634,7.611411911703458,4.013017376666383,4.098173738904045,-0.08515636223766165,-0.08515636223766165,-0.057045607067510495,0.028110755170151158,4.011595868701795,10.0,7.611411911703458,False,default
phase7cr2f_development_30c_026,development,historical_neighborhood,measured,1,0.6048144763990843,7.611411911703458,7.907175106178011,5.611411911703458,4.013017376666383,4.098173738904045,-0.08515636223766165,-0.057045607067510495,-0.03634700821942172,0.02069859884808878,3.9946016224616177,10.0,5.611411911703458,False,default
phase7cr2f_development_30c_026,development,historical_neighborhood,measured,2,0.606373201930113,5.611411911703458,7.611411911703462,5.495788752163814,4.013017376666383,4.098173738904045,-0.08515636223766165,-0.03634700821942172,-0.030218930171058922,0.006128078048362795,4.0025915875446465,10.0,5.495788752163814,False,alternative
phase7cr2f_development_30c_026,development,historical_neighborhood,zero,0,0.6027001953125,9.611411911703458,8.001110971702634,7.611411911703458,4.013017376666383,4.098173738904045,-0.08515636223766165,0.0,-0.057045607067515824,0.0,4.011595868701789,10.0,7.611411911703458,False,default
phase7cr2f_development_30c_026,development,historical_neighborhood,zero,1,0.6048144763990843,7.611411911703458,7.907175106178011,5.611411911703458,4.013017376666383,4.098173738904045,-0.08515636223766165,-0.057045607067515824,-0.036347008219374644,0.02069859884814118,3.9946016224616647,10.0,5.611411911703458,False,default
phase7cr2f_development_30c_026,development,historical_neighborhood,zero,2,0.606373201930113,5.611411911703458,7.611411911703462,5.495788752163814,4.013017376666383,4.098173738904045,-0.08515636223766165,-0.036347008219374644,-0.030218930170994973,0.00612807804837967,4.0025915875447104,10.0,5.495788752163814,False,alternative
phase7cr2f_development_30c_027,development,historical_neighborhood,measured,0,0.611826171875,8.359433569346105,7.053684077350837,6.3594335693461055,4.005221754429877,4.142620120327287,-0.1373983658974094,-0.1373983658974094,-0.10898700856045895,0.028411357336950438,3.9983261411764977,10.0,6.3594335693461055,False,default
phase7cr2f_development_30c_027,development,historical_neighborhood,measured,1,0.6135926811998184,6.3594335693461055,6.999562726420967,5.546084161303233,4.005221754429877,4.142620120327287,-0.1373983658974094,-0.10898700856045895,-0.09478026274396711,0.01420674581649184,3.9988476984449157,10.0,5.546084161303233,False,default
phase7cr2f_development_30c_027,development,historical_neighborhood,measured,2,0.6151332601335137,5.546084161303233,6.9563589092409,5.511257511850249,4.005221754429877,4.142620120327287,-0.1373983658974094,-0.09478026274396711,-0.08704516941652596,0.007735093327441156,4.008998254225224,10.0,5.511257511850249,False,default
phase7cr2f_development_30c_027,development,historical_neighborhood,zero,0,0.611826171875,8.359433569346105,7.053684077350837,6.3594335693461055,4.005221754429877,4.142620120327287,-0.1373983658974094,0.0,-0.10898700856057353,0.0,3.998326141176383,9.25577193564095,6.3594335693461055,False,default
phase7cr2f_development_30c_027,development,historical_neighborhood,zero,1,0.6135926811998184,6.3594335693461055,6.999562726420967,5.546084161303233,4.005221754429877,4.142620120327287,-0.1373983658974094,-0.10898700856057353,-0.09478026274391382,0.014206745816659705,3.998847698444969,10.0,5.546084161303233,False,default
phase7cr2f_development_30c_027,development,historical_neighborhood,zero,2,0.6151332601335137,5.546084161303233,6.9563589092409,5.511257511850249,4.005221754429877,4.142620120327287,-0.1373983658974094,-0.09478026274391382,-0.08704516941651619,0.007735093327397635,4.008998254225234,10.0,5.511257511850249,False,default
phase7cr2f_development_30c_028,development,historical_neighborhood,measured,0,0.527236328125,8.55768429820908,9.272082278680127,6.557684298209081,3.9340394645414514,4.053582757238863,-0.11954329269741182,-0.11954329269741182,-0.0882034932259197,0.031339799471492125,3.9297605617382247,10.0,6.557684298209081,False,default
phase7cr2f_development_30c_028,development,historical_neighborhood,measured,1,0.5290579070967247,6.557684298209081,8.557684298209082,5.543900216137157,3.9340394645414514,4.053582757238863,-0.11954329269741182,-0.0882034932259197,-0.07114292909119824,0.017060564134721456,3.928154903787707,10.0,5.543900216137157,False,alternative
phase7cr2f_development_30c_028,development,historical_neighborhood,measured,2,0.5305978793789851,5.543900216137157,7.543900216137158,5.509662474749587,3.9340394645414514,4.053582757238863,-0.11954329269741182,-0.07114292909119824,-0.06269033286044001,0.008452596230758225,3.938584010670557,10.0,5.509662474749587,False,alternative
phase7cr2f_development_30c_028,development,historical_neighborhood,zero,0,0.527236328125,8.55768429820908,9.272082278680127,6.557684298209081,3.9340394645414514,4.053582757238863,-0.11954329269741182,0.0,-0.08820349322578691,0.0,3.9297605617383575,10.0,6.557684298209081,False,default
phase7cr2f_development_30c_028,development,historical_neighborhood,zero,1,0.5290579070967247,6.557684298209081,8.557684298209082,5.543900216137157,3.9340394645414514,4.053582757238863,-0.11954329269741182,-0.08820349322578691,-0.0711429290910206,0.01706056413476631,3.9281549037878847,10.0,5.543900216137157,False,alternative
phase7cr2f_development_30c_028,development,historical_neighborhood,zero,2,0.5305978793789851,5.543900216137157,7.543900216137158,5.509662474749587,3.9340394645414514,4.053582757238863,-0.11954329269741182,-0.0711429290910206,-0.06269033286053816,0.008452596230482445,3.938584010670459,10.0,5.509662474749587,False,alternative
phase7cr2f_development_30c_029,development,historical_neighborhood,measured,0,0.6164501953125,9.0807996668055,7.650211349006798,7.0807996668055,4.018449192006098,4.118363347978255,-0.09991415597215703,-0.09991415597215703,-0.06782316938839372,0.032090986583763303,4.015407304795313,10.0,7.0807996668055,False,default
phase7cr2f_development_30c_029,development,historical_neighborhood,measured,1,0.6184170841088349,7.0807996668055,7.563847726140444,5.537492033145371,4.018449192006098,4.118363347978255,-0.09991415597215703,-0.06782316938839372,-0.04736763508119246,0.020455534307201262,4.005034479757514,10.0,5.537492033145371,False,default
phase7cr2f_development_30c_029,development,historical_neighborhood,measured,2,0.6199552763402641,5.537492033145371,7.4986733836072865,5.503142071562801,4.018449192006098,4.118363347978255,-0.09991415597215703,-0.04736763508119246,-0.03903950874572182,0.008328126335470643,4.0150344806806935,10.0,5.503142071562801,False,default
phase7cr2f_development_30c_029,development,historical_neighborhood,zero,0,0.6164501953125,9.0807996668055,7.650211349006798,7.0807996668055,4.018449192006098,4.118363347978255,-0.09991415597215703,0.0,-0.06782316938844257,0.0,4.015407304795264,10.0,7.0807996668055,False,default
phase7cr2f_development_30c_029,development,historical_neighborhood,zero,1,0.6184170841088349,7.0807996668055,7.563847726140444,5.537492033145371,4.018449192006098,4.118363347978255,-0.09991415597215703,-0.06782316938844257,-0.04736763508118358,0.020455534307258993,4.005034479757523,10.0,5.537492033145371,False,default
phase7cr2f_development_30c_029,development,historical_neighborhood,zero,2,0.6199552763402641,5.537492033145371,7.4986733836072865,5.503142071562801,4.018449192006098,4.118363347978255,-0.09991415597215703,-0.04736763508118358,-0.03903950874570583,0.008328126335477748,4.0150344806807094,10.0,5.503142071562801,False,default
phase7cr2f_development_30c_030,development,historical_neighborhood,measured,0,0.585576171875,9.216576426488963,7.821413487935344,7.216576426488963,3.9939954260558768,4.120777070155312,-0.12678164409943538,-0.12678164409943538,-0.09845809928080396,0.02832354481863142,3.9906026235190106,10.0,7.216576426488963,False,default
phase7cr2f_development_30c_030,development,historical_neighborhood,measured,1,0.5875807764379136,7.216576426488963,7.752041762765322,5.535908728825554,3.9939954260558768,4.120777070155312,-0.12678164409943538,-0.09845809928080396,-0.07930214946198166,0.019155949818822293,3.977790883132105,10.0,5.535908728825554,False,default
phase7cr2f_development_30c_030,development,historical_neighborhood,measured,2,0.5891185288625873,5.535908728825554,7.535908728825556,5.5010661863252945,3.9939954260558768,4.120777070155312,-0.12678164409943538,-0.07930214946198166,-0.07264357194796212,0.006658577514019548,3.9870375680998595,10.0,5.5010661863252945,False,default
phase7cr2f_development_30c_030,development,historical_neighborhood,zero,0,0.585576171875,9.216576426488963,7.821413487935344,7.216576426488963,3.9939954260558768,4.120777070155312,-0.12678164409943538,0.0,-0.098458099280756,0.0,3.9906026235190586,10.0,7.216576426488963,False,default
phase7cr2f_development_30c_030,development,historical_neighborhood,zero,1,0.5875807764379136,7.216576426488963,7.752041762765322,5.535908728825554,3.9939954260558768,4.120777070155312,-0.12678164409943538,-0.098458099280756,-0.07930214946201453,0.01915594981874147,3.977790883132072,10.0,5.535908728825554,False,default
phase7cr2f_development_30c_030,development,historical_neighborhood,zero,2,0.5891185288625873,5.535908728825554,7.535908728825556,5.5010661863252945,3.9939954260558768,4.120777070155312,-0.12678164409943538,-0.07930214946201453,-0.07264357194785998,0.006658577514154551,3.9870375680999617,10.0,5.5010661863252945,False,default
phase7cr2f_development_30c_031,development,historical_neighborhood,measured,0,0.5572363281249999,9.414827155351938,8.751406119218037,7.414827155351938,3.9723211158090987,4.084282238603206,-0.11196112279410686,-0.11196112279410686,-0.08176363838553513,0.03019748440857173,3.970801897952388,10.0,7.414827155351938,False,default
phase7cr2f_development_30c_031,development,historical_neighborhood,measured,1,0.5592960023348199,7.414827155351938,8.671779365344435,5.533739349733835,3.9723211158090987,4.084282238603206,-0.11196112279410686,-0.08176363838553513,-0.06037179117274327,0.02139184721279186,3.955516929516099,10.0,5.533739349733835,False,default
phase7cr2f_development_30c_031,development,historical_neighborhood,measured,2,0.5608331521541904,5.533739349733835,7.5337393497338345,5.499482581959026,3.9723211158090987,4.084282238603206,-0.11196112279410686,-0.06037179117274327,-0.05343308331021834,0.006938707862524929,3.9648745999631636,10.0,5.499482581959026,False,default
phase7cr2f_development_30c_031,development,historical_neighborhood,zero,0,0.5572363281249999,9.414827155351938,8.751406119218037,7.414827155351938,3.9723211158090987,4.084282238603206,-0.11196112279410686,0.0,-0.08176363838558132,0.0,3.9708018979523416,10.0,7.414827155351938,False,default
phase7cr2f_development_30c_031,development,historical_neighborhood,zero,1,0.5592960023348199,7.414827155351938,8.671779365344435,5.533739349733835,3.9723211158090987,4.084282238603206,-0.11196112279410686,-0.08176363838558132,-0.06037179117280056,0.021391847212780757,3.9555169295160417,10.0,5.533739349733835,False,default
phase7cr2f_development_30c_031,development,historical_neighborhood,zero,2,0.5608331521541904,5.533739349733835,7.5337393497338345,5.499482581959026,3.9723211158090987,4.084282238603206,-0.11196112279410686,-0.06037179117280056,-0.053433083310346685,0.0069387078624538745,3.9648745999630353,10.0,5.499482581959026,False,default
phase7cr2f_internal_validation_30c_000,internal_validation,general,measured,0,0.61802978515625,2.6780508121615987,4.678050812161598,4.678050812161598,3.919801122361145,3.971249597248008,-0.05144847488686333,-0.05144847488686333,-0.04702708510909348,0.004421389777769846,3.9724045459232076,10.0,4.678050812161599,False,alternative
phase7cr2f_internal_validation_30c_000,internal_validation,general,measured,1,0.6193292437151837,4.678050812161598,6.6780508121615965,5.562868498802582,3.919801122361145,3.971249597248008,-0.05144847488686333,-0.04702708510909348,-0.04470515848677614,0.0023219266223173385,4.001190845154615,10.0,5.562868498802582,False,alternative
phase7cr2f_internal_validation_30c_000,internal_validation,general,measured,2,0.6208744849648511,5.562868498802582,7.373973629747812,5.529055107339925,3.919801122361145,3.971249597248008,-0.05144847488686333,-0.04470515848677614,-0.03926269116933678,0.005442467317439359,4.012354044622153,10.0,5.529055107339925,False,default
phase7cr2f_internal_validation_30c_000,internal_validation,general,zero,0,0.61802978515625,2.6780508121615987,4.678050812161598,4.678050812161598,3.919801122361145,3.971249597248008,-0.05144847488686333,0.0,-0.04702708510891185,0.0,3.972404545923389,10.0,4.678050812161599,False,alternative
